DTXSID	canonical SMILES
DTXSID9044663	CC(=O)Nc1cc(S(=O)(=O)[O-])cc2c1C(=O)/C(=N/Nc1ccccc1)C(S(=O)(=O)[O-])=C2.[Na+].[Na+]
DTXSID9044742	NCCOCCOCCN
DTXSID9044823	C=C(C)C(=O)[O-].[Na+]
DTXSID9041368	CCC1(C)NC(=O)NC1=O
DTXSID9041491	OC/C=C\c1ccccc1
DTXSID9041815	CC1CC(O)CC(C)(C)C1
DTXSID9041653	COC(=O)c1c(C)cc(O)c(C)c1O
DTXSID9036933	F[Si-2](F)(F)(F)(F)F.[Na+].[Na+]
DTXSID2032639	CCCCCCCCSC(=O)Oc1cc(Cl)nnc1-c1ccccc1
DTXSID9040001	COC(=O)c1ccccc1C(=O)O
DTXSID2024163	CON(C)C(=O)Nc1ccc(Cl)c(Cl)c1
DTXSID2026997	COc1ccc(C=O)cc1
DTXSID2027200	c1cc(-c2ccncc2)ccn1
DTXSID2025505	CCCCC/C=C\C/C=C\CCCCCCCC(=O)O
DTXSID2026525	CC(C)(C)c1ccccc1O
DTXSID2025133	Cc1ccc([N+](=O)[O-])cc1C
DTXSID2025347	OCc1ccco1
DTXSID2025478	CC(=O)OC(C)C
DTXSID2023193	OCC1OC(OC2C(CO)OC(O)C(O)C2O)C(O)C(O)C1O
DTXSID2023723	NC(CO)(CO)CO
DTXSID2024242	CC(C)(C)[C@@H](O)C(Cc1ccc(Cl)cc1)n1cncn1.CC(C)(C)[C@H](O)C(Cc1ccc(Cl)cc1)n1cncn1
DTXSID2026789	CC1COC(=O)O1
DTXSID3032591	CC1(C)C(=O)N(Cl)C(=O)N1Br
DTXSID3032620	O=C(NC(=O)c1c(F)cccc1F)Nc1cc(Cl)c(OC(F)(F)C(F)F)c(Cl)c1
DTXSID3032628	COc1cccc(C(=O)NN(C(=O)c2cc(C)cc(C)c2)C(C)(C)C)c1C
DTXSID3034531	CCOC(=O)NC(=S)Nc1ccccc1NC(=S)NC(=O)OCC
DTXSID3034583	CCOC(=O)Cc1cccc2ccccc12
DTXSID3029572	CC1COc2ccccc2N1C(=O)C(Cl)Cl
DTXSID3031864	O=S(=O)(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
DTXSID3026647	O=C(O)c1ccc(O)cc1
DTXSID3025122	COC(=O)CCCC(=O)OC
DTXSID9027364	CCCCCCCC(=O)N(C)C
DTXSID9025293	CCCCC(CC)C(=O)O
DTXSID3020964	O=[N+]([O-])c1ccccc1
DTXSID3020207	CCC(C)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O
DTXSID3020257	Oc1ccccc1O
DTXSID3020332	O=C(O)CC(O)(CC(=O)O)C(=O)O
DTXSID3020336	CCOC(=O)C(C)(C)Oc1ccc(Cl)cc1
DTXSID3020415	BrCCBr
DTXSID3020621	CC(C)C(C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1)c1ccc(Cl)cc1
DTXSID3024994	O=c1[n-]c(=O)n(Cl)c(=O)n1Cl.[Na+]
DTXSID3025178	NC(=Nc1ccccc1)Nc1ccccc1
DTXSID1047316	CCCCN1C(=O)[C@@H]([C@H](O)C2CCCCC2)NC(=O)C12CCN(Cc1ccc(Oc3ccc(C(=O)O)cc3)cc1)CC2.[Cl-].[H+]
DTXSID3024316	CNC(=O)N(C)c1nnc(C(C)(C)C)s1
DTXSID3024289	c1cc2ccc3cccc4ccc(c1)c2c34
DTXSID3024657	OCCCBr
DTXSID3022588	Nc1nc(N)c2nc(CNc3ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc3)cnc2n1
DTXSID3023845	C1=Cc2cccc3cccc1c23
DTXSID3023897	CC(C)(C)C(=O)C(Oc1ccc(Cl)cc1)n1cncn1
DTXSID3021936	N#CCCCCC#N
DTXSID3021980	CCCCCC(=O)OCC
DTXSID3022405	COc1ccc(C(=O)c2ccccc2)c(O)c1
DTXSID1027920	CCCCN(CCCC)CCCCCCN(CCCC)CCCC
DTXSID5020869	CN(C)c1ccc(Cc2ccc(N(C)C)cc2)cc1
DTXSID1033161	CNC(=O)O/N=C/C(C)(C)S(C)=O
DTXSID1033371	OC1CCCC1
DTXSID1034260	CN(C)[C@@H]1C(=O)/C(=C(\N)O)C(=O)[C@@]2(O)C(=O)[C-]3C(=O)c4c([O-])cccc4[C@@](C)(O)[C@H]3[C@H](O)[C@@H]12.O.O.[Na+].[Na+]
DTXSID1032482	CCOP(=S)(Oc1cnc(C(C)(C)C)nc1)OC(C)C
DTXSID1032648	COP(=O)(OC)O/C(=C/Cl)c1cc(Cl)c(Cl)cc1Cl
DTXSID1030606	CC1=CC(=O)N=S(=O)([O-])O1.[K+]
DTXSID1032309	CCCCOCCOC(=O)COc1ccc(Cl)cc1Cl
DTXSID1032511	CCN1CN(CC)CN(CC)C1
DTXSID1032513	Cc1cc(C)n(CO)n1
DTXSID1027899	Cc1ccc(S(=O)(=O)[O-])c(C)c1.[NH4+]
DTXSID5020730	Oc1cccc2cccnc12
DTXSID1029124	Cc1cc(C)c(C)cc1C
DTXSID1029128	OCC1CCCO1
DTXSID5025023	C1=CC2C3C=CC(C3)C2C1
DTXSID5025152	COC(=O)CCC(=O)OC
DTXSID5025659	COC(=O)c1ccccc1O
DTXSID5024057	CNC
DTXSID5024263	O=P(O)(O)O
DTXSID5024261	COP(=S)(OC)SCN1C(=O)c2ccccc2C1=O
DTXSID5024394	CC(=O)O
DTXSID5024845	COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1[C@@H](NC(C)=O)CC2
DTXSID4042335	CCCCOC(=O)C(C)O
DTXSID4044828	C=CCCCCCCCCC(=O)OCC
DTXSID4044901	C=CCOC(=O)c1ccc(C(=O)OCC=C)c(C(=O)OCC=C)c1
DTXSID4047252	O=C(N[C@@H](Cc1ccccc1)[C@@H](O)C(=O)N1C[C@@H](O)[C@@H](O)C1)c1cc2cc(Cl)ccc2[nH]1
DTXSID4042096	OCC(O)C(O)C(O)C(O)CO
DTXSID4042206	CCCCCCCCCCCCN1CCCC1=O
DTXSID5021754	CC1(C)NC(=O)NC1=O
DTXSID5021831	Cc1cccc([N+](=O)[O-])c1
DTXSID4026183	CCCCN(CCCC)CCCC
DTXSID5021885	CC(O)CC(C)(C)O
DTXSID5021914	CC(=O)CCC(C)C
DTXSID5021386	Oc1c(Cl)cc(Cl)cc1Cl
DTXSID5021388	O=C(O)COc1cc(Cl)c(Cl)cc1Cl
DTXSID5021415	CC(O)CN(CC(C)O)CC(C)O
DTXSID5021590	CCCCCCCCCCCC(=O)O
DTXSID5021758	CCCCOCCOP(=O)(OCCOCCCC)OCCOCCCC
DTXSID5021124	Oc1ccccc1
DTXSID5021209	CCCc1cc(=O)[nH]c(=S)[nH]1
DTXSID5021336	Cn1c(=O)c2[nH]cnc2n(C)c1=O
DTXSID5020570	O=C1C(O)=C(O)O[C@@H]1[C@H](O)C[O-].[Na+]
DTXSID5041516	CCc1occc(=O)c1O
DTXSID5044576	CCOC(=O)CC(CC(=O)OCC)(OC(C)=O)C(=O)OCC
DTXSID5044578	Cc1ccc(C)c(S(=O)(=O)[O-])c1.[Na+]
DTXSID5044815	CCCCOC(=O)CCCCCCCC(=O)OCCCC
DTXSID5044784	C=C(C)C(=O)OCCC(C)OC(=O)C(=C)C
DTXSID5047249	CCc1cc(C2=C(C(=O)[O-])N(c3ccccc3C(F)(F)F)S(=O)(=O)c3ccccc32)cc2c1OCO2.[K+]
DTXSID5047451	CC1=NN(c2ccc(S(=O)(=O)[O-])cc2)C(=O)C1N=Nc1ccccc1.[Na+]
DTXSID5041726	O=C(Nc1ccc2c(c1)C=C(S(=O)(=O)[O-])/C(=N/Nc1ccc(N=Nc3ccc(S(=O)(=O)[O-])cc3)cc1)C2=O)c1ccccc1.[Na+].[Na+]
DTXSID5042299	CC(C)c1ccc(O)cc1
DTXSID5044443	CCCC[N+](C)(CCCC)CCCC.[I-]
DTXSID5044570	NCCN.[H+].[H+].[I-].[I-]
DTXSID5041275	CCCCCCCCCCCC(=O)OCC(O)CO
DTXSID5041273	O=C(O)C1=NN(c2ccc(S(=O)(=O)O)cc2)C(=O)C1
DTXSID5041514	CCC/C=C/C=C/CCCO
DTXSID5026918	CCCCCCCCCCCCO
DTXSID5041487	CCC(C)(CCCC(C)C)OC(C)=O
DTXSID5041512	NC(=O)Nc1ccc(Cl)cc1
DTXSID5035616	O=[N+]([O-])c1ccccc1[O-].[Na+]
DTXSID5038830	CCCC(=O)OC(C)(C)Cc1ccccc1
DTXSID5038888	CCNc1ccc([C+](c2ccc(N(CC)CC)cc2)c2ccc(N(CC)CC)cc2)c2ccccc12.[Cl-]
DTXSID5040700	CO[Si](OC)(OC)c1ccccc1
DTXSID1026904	CCCCOCCOC(C)=O
DTXSID1026908	CCCCCCOCCO
DTXSID1027500	CCCOCCO
DTXSID1027479	Cc1ccc(O)c(-n2nc3ccccc3n2)c1
DTXSID1027429	OC1CCCCCCCCCCC1
DTXSID5023900	CCCCNC(=O)n1c(NC(=O)OC)nc2ccccc21
DTXSID5024051	CC(C)OP(C)(=O)OC(C)C
DTXSID5023792	Cc1ccc([N+](=O)[O-])cc1
DTXSID5023742	CC(=O)CC(c1ccccc1)c1c(O)oc2ccccc2c1=O
DTXSID5032600	O=C(O)C1CC1C(=O)Nc1ccc(Cl)cc1Cl
DTXSID5033836	CCCCCCCCCc1ccc(O)cc1
DTXSID5034357	O=C(NC(=O)c1c(F)cccc1F)Nc1cc(Cl)c(OC(F)(F)C(F)C(F)(F)F)cc1Cl
DTXSID5032442	O=[N+]([O-])NC1=NCCN1Cc1ccc(Cl)nc1
DTXSID5032525	COc1ccc(-c2ccccc2)cc1NNC(=O)OC(C)C
DTXSID5021837	CCN(CC)CCO
DTXSID5027142	FC(F)(F)c1ccc(Cl)c(Cl)c1
DTXSID5027198	CN1C(=O)c2ccccc2C1=O
DTXSID5027433	CO[Si](CCCNCCN)(OC)OC.[Cl-].[H+]
DTXSID5029217	CCCOCC(C)O
DTXSID5032498	Oc1cc(Cl)ccc1Oc1ccc(Cl)cc1Cl
DTXSID5026178	O=c1[n-]c(=O)n(Cl)c(=O)n1Cl.[K+]
DTXSID5026461	CC(C)C#N
DTXSID5026548	CN(C)Cc1cc(CN(C)C)c(O)c(CN(C)C)c1
DTXSID5026623	CC(C)(C)C1CCC(O)CC1
DTXSID5026889	CCCCCCCCCCCC(=O)OC
DTXSID9020877	Cc1cccc2ccccc12
DTXSID0020523	O=[N+]([O-])c1ccc(O)c([N+](=O)[O-])c1
DTXSID9021976	OCCOc1ccccc1
DTXSID9021348	NC(N)=S
DTXSID9021477	F[B-](F)(F)F.[Na+]
DTXSID9021689	CCCCCCCCCCC
DTXSID9021639	CCCCCCCCC=O
DTXSID9021922	CCNCCO
DTXSID9021764	CC(O)CN
DTXSID9020663	OCC(O)CO
DTXSID9020740	COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1
DTXSID9020790	CCOC(=O)CC(SP(=O)(OC)OC)C(=O)OCC
DTXSID0020498	COC(=O)c1ccc(C(=O)OC)cc1
DTXSID9021217	CCc1nc(N)nc(N)c1-c1ccc(Cl)cc1
DTXSID9021427	CCOC(N)=O
DTXSID0020105	O=C1OC([C@@H](O)CO)C(=O)[C-]1O.[Na+]
DTXSID0020022	O=C(O)c1cc(Oc2ccc(C(F)(F)F)cc2Cl)ccc1[N+](=O)[O-]
DTXSID0020232	Cn1c(=O)c2c(ncn2C)n(C)c1=O
DTXSID4036229	CCCCCCCCCCOS(=O)(=O)[O-].[Na+]
DTXSID4040343	O=C(CBr)OCc1ccccc1
DTXSID4032615	Cc1ccn2nc(S(=O)(=O)Nc3c(F)cccc3F)nc2n1
DTXSID4025612	CC(C#N)CCC#N
DTXSID4026214	O=C(Nc1ccc(Cl)cc1)Nc1ccc(Cl)c(Cl)c1
DTXSID4026501	CC1=CCC2CC1C2(C)C
DTXSID4026262	O=c1n(CC2CO2)c(=O)n(CC2CO2)c(=O)n1CC1CO1
DTXSID4026769	C[Si](C)(C)O[Si](C)(C)C
DTXSID4026842	CCCCCCCCCC(=O)OC
DTXSID4024729	COC(=O)Nc1nc2ccccc2[nH]1
DTXSID4024985	CC1(C)C(=O)N(Cl)C(=O)N1Cl
DTXSID4025080	CC(C)CC(=O)CC(C)C
DTXSID4025791	Cc1ccccc1[N+](=O)[O-]
DTXSID4025662	CC(=O)/C=C/c1ccccc1
DTXSID0020076	Nc1ncn[nH]1
DTXSID4040711	CCOC(=O)c1ccccc1C
DTXSID4041232	CC(C)c1cc(C(C)C)cc(C(C)C)c1
DTXSID4041492	CCCC(CC)c1ccccc1
DTXSID4041521	NCCCN1CCOCC1
DTXSID4041604	CCCCCOC(=O)CCC
DTXSID0020737	c1ccc2[nH]ccc2c1
DTXSID0020311	CN(C)C(=O)Nc1ccc(Cl)cc1
DTXSID0020151	CC(=O)OCc1ccccc1
DTXSID0020442	O=C(O)COc1ccc(Cl)cc1Cl
DTXSID0020440	CC(Oc1ccc(Cl)cc1Cl)C(=O)O
DTXSID1041639	Cc1ccc(S(=O)(=O)[O-])c(C)c1.[Na+]
DTXSID1041970	CC1(C)[C@@H]2CC[C@@](C)(C2)[C@@H]1O
DTXSID1040110	CCOC(=O)CC
DTXSID1040112	CCCCCCC(=O)OCC
DTXSID1040794	[Na+].[O-]c1ccccc1-c1ccccc1
DTXSID1040792	Cc1ncc(CO)c(CO)c1O.[Cl-].[H+]
DTXSID1035288	C/C=C/C=C/CCCCCCCO
DTXSID1037565	Cc1ccccc1C(=O)Nc1cccc(OC(C)C)c1
DTXSID1038298	Oc1ccc2ccc3cccc4ccc1c2c34
DTXSID5020283	Nc1ccc(Cl)cc1N
DTXSID5020029	C=CC#N
DTXSID5020443	CCCCOC(=O)COc1ccc(Cl)cc1Cl
DTXSID5020499	CC(=O)N(C)C
DTXSID4048191	CCc1cc(Cc2cc(CC)c(N)c(CC)c2)cc(CC)c1N
DTXSID5020108	CC(=O)Oc1ccccc1C(=O)O
DTXSID5020106	O=C1C(O)=C(O)OC1C(O)CO
DTXSID5020027	C=CC(N)=O
DTXSID5020233	C=C1CC[C@H](O)C/C1=C\C=C1/CCC[C@]2(C)[C@@H]([C@H](C)/C=C/[C@H](C)C(C)C)CC[C@@H]12
DTXSID4032619	CC(C)(C)N(NC(=O)c1ccc(Cl)cc1)C(=O)c1ccccc1
DTXSID1044693	O=C([O-])c1ccccc1.O=C([O-])c1ccccc1.[Mg+2]
DTXSID1042154	CN(C)c1ccc(N=Nc2ccccc2C(=O)O)cc1
DTXSID1041550	CC(C)=CCC[C@H](C)CCO
DTXSID4032611	CCCSP(=O)(OCC)SCCC
DTXSID4027997	C=CCN(CC=C)C(=O)C(Cl)Cl
DTXSID4034576	O=C(CBr)c1ccc(O)cc1
DTXSID4034528	CCOc1nc(F)cc2nc(S(=O)(=O)Nc3c(Cl)cccc3Cl)nn12
DTXSID3042059	CCCC(=O)OCCC(C)C
DTXSID3044833	CCC(=O)OC(C)(C)C1CC=C(C)CC1
DTXSID0027191	C1=CCC=C1
DTXSID8025595	C=CC(=O)NCNC(=O)C=C
DTXSID7021780	CCOC(=O)c1ccccc1C(=O)OCC
DTXSID3035341	CC1(C)C(=O)N(Br)C(=O)N1Br
DTXSID2020428	O=C(O)C(Cl)Cl
DTXSID8025096	COC(=O)CCCCC(=O)OC
DTXSID7024087	CCOCCO
DTXSID3038696	CCOC(=O)c1ccccc1
DTXSID7040285	CC(=O)c1ccccc1O
DTXSID4029692	O=[N+]([O-])[O-].[K+]
DTXSID1041978	O=C(NC(=O)c1c(F)cccc1F)Nc1ccc(Oc2ccc(C(F)(F)F)cc2Cl)cc1F
DTXSID6021828	CC(=O)c1ccccc1
DTXSID4020616	CC12CCC(CC1)C(C)(C)O2
DTXSID8022292	CC1(C)[C@H](C(=O)OCc2cccc(Oc3ccccc3)c2)[C@@H]1C=C(Cl)Cl
DTXSID7022253	CC(C)=CC1C(C(=O)OCc2coc(Cc3ccccc3)c2)C1(C)C
DTXSID0042454	CCCCCCCCCCCCCC(=O)OCC(O)CO
DTXSID3041877	CC(=O)OC(C)(C)Cc1ccccc1
DTXSID4021137	Nc1cccc(N)c1
DTXSID8020834	COC(N)=O
DTXSID5024055	COS(=O)(=O)OC
DTXSID2021288	OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O
DTXSID6025145	Cc1ccc(C)c(O)c1
DTXSID2038732	CCOC(=O)CCC(=O)OCC
DTXSID1041267	CCOCC(C)O
DTXSID5021544	Oc1ccccc1Cl
DTXSID5032361	N#CC(Br)(Br)C(N)=O
DTXSID9021390	ClCC(Cl)CCl
DTXSID6048202	CC(C)C(=O)c1ccccc1
DTXSID2021864	Cc1ccc(O)c(C)c1
DTXSID1041421	COc1cc(OC)c2ccc(=O)oc2c1
DTXSID2026496	CC(=O)OC(C)(C)C1CC=C(C)CC1
DTXSID9032610	CCOc1ccc(C(C)(C)COCc2cccc(Oc3ccccc3)c2)cc1
DTXSID9021392	OCCN(CCO)CCO
DTXSID3022409	O=S(=O)(c1ccc(O)cc1)c1ccc(O)cc1
DTXSID6025226	Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)cc1.O=[N+]([O-])O
DTXSID8034580	CCOC1Oc2ccc(OS(C)(=O)=O)cc2C1(C)C
DTXSID4027072	[Na+].[O-]c1ccccc1
DTXSID5024891	Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@@H]2O)c(=O)n1.[Cl-].[H+]
DTXSID5020493	CO[P+](=O)OC
DTXSID6032562	CCCCC(CC)CN1C(=O)C2C3C=CC(C3)C2C1=O
DTXSID2021238	Oc1cccc(O)c1
DTXSID4022153	CCCC[Sn](CCCC)(CCCC)CCCC
DTXSID5021201	CCCOC(=O)c1cc(O)c(O)c(O)c1
DTXSID7020425	O=C1C(Cl)=C(Cl)C(=O)c2ccccc21
DTXSID8041909	[Cl-].[Cl-].[Cl-].[Dy+3]
DTXSID4048195	CCCCCCOc1ccc(O)cc1
DTXSID7020392	C=CCOC(=O)c1ccccc1C(=O)OCC=C
DTXSID0022777	Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1
DTXSID5048188	Cc1ccc(S)cc1
DTXSID7034549	CN=C(NCC1CCOC1)N[N+](=O)[O-]
DTXSID7021992	O.O=C1N=S(=O)([O-])c2ccccc21.[Na+]
DTXSID9041289	CCCCCCCCCCCCCC[N+](C)(C)C.[Cl-]
DTXSID1024704	Cc1ccc(C(C)(C)C)cc1
DTXSID6020224	O=C1CCCO1
DTXSID9047251	COc1ccc(OC(F)(F)F)cc1CN1CCC[C@H](N)[C@@H]1c1ccccc1
DTXSID7048168	Cc1[nH]cnc1C[C@H]1CCc2c(C)c3ccccc3n2C1=O.[Cl-].[H+]
DTXSID9033058	Nn1cnnc1
DTXSID4032372	CC1COC(Cn2cncn2)(c2ccc(Oc3ccc(Cl)cc3)cc2Cl)O1
DTXSID5032523	O=c1[nH]sc2ccccc12
DTXSID1044697	C#CC(O)C(CC)CCCC
DTXSID0023907	c1ccc2c(c1)-c1cccc3c1c-2cc1ccccc13
DTXSID2045232	O=C([O-])Cc1cc(I)c(Oc2ccc(O)c(I)c2)c(I)c1.[Na+]
DTXSID6020511	Cc1cc(-c2ccc(N)c(C)c2)ccc1N.[Cl-].[Cl-].[H+].[H+]
DTXSID6027131	c1nc[nH]n1
DTXSID1034634	O=C(Nc1ccccc1)Nc1ccnc(Cl)c1
DTXSID4021135	O=C1C=Cc2ccccc2/C1=N/Nc1ccccc1
DTXSID1044435	CCN(CC)CCOC(=O)c1ccc(N)cc1.[Cl-].[H+]
DTXSID0029262	CCc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1
DTXSID8026698	C1CN(SSN2CCOCC2)CCO1
DTXSID8022408	O=S1(=O)OC(c2ccc(O)cc2)(c2ccc(O)cc2)c2ccccc21
DTXSID5035589	CCCCCCCCCC[N+](C)(CCCCCCCCCC)CCC[Si](OC)(OC)OC.[Cl-]
DTXSID4042094	CC(C)=CCC[C@](C)(O)[C@@H]1CC=C(C)CC1
DTXSID3022247	C=CC(C)(O)CC/C=C(\C)CCC=C(C)C
DTXSID4047127	CCC(C)(C)C1CCC(=O)CC1
DTXSID9047178	CCCCCCCCCCCCCCCCCC(=O)OCCCCCCCC
DTXSID0027721	CC(C)(c1ccccc1)c1ccc(Nc2ccc(C(C)(C)c3ccccc3)cc2)cc1
DTXSID5020819	COc1nn(CSP(=S)(OC)OC)c(=O)s1
DTXSID9022100	CCCc1ccc(O)cc1
DTXSID2032348	O=C1c2ccccc2C(=O)C1C(=O)C(c1ccccc1)c1ccc(Cl)cc1
DTXSID0041357	CCCCC/C=C\C=C\C(=O)OCC
DTXSID5023588	OCC(O)C(O)C(O)C(O)CO
DTXSID0022353	Oc1ccc(-c2ccccc2)cc1Cl
DTXSID2040731	CC(C)OC(=O)c1ccccc1C(=O)OC(C)C
DTXSID1020699	CCCCCCc1ccc(O)cc1O
DTXSID1044564	CN(C)CCCN(C)CCCN(C)C
DTXSID2032500	CCCOCC(=Nc1ccc(Cl)cc1C(F)(F)F)n1ccnc1
DTXSID9029649	NCc1cccc(CN)c1
DTXSID2029612	C=C(C)C1CC=C(C)CC1
DTXSID2025892	c1ccc(Nc2cccc3ccccc23)cc1
DTXSID0034223	CCc1nn(C)c(C(=O)NCc2ccc(C(C)(C)C)cc2)c1Cl
DTXSID6023523	CC(C)c1cccc(C(C)C)c1O
DTXSID7024031	Cl/C=C/Cl
DTXSID0035160	CC(=O)/C=C/C1C(C)=CCCC1(C)C
DTXSID3022455	COC(=O)c1ccccc1C(=O)OC
DTXSID8024652	O=[N+]([O-])C(Br)(CO)CO
DTXSID6040371	CN(C)c1ccc(N=NS(=O)(=O)[O-])cc1.[Na+]
DTXSID2041125	[I-].[Na+]
DTXSID6041636	CC(=O)OC(C)c1ccccc1
DTXSID1027924	CC(C)CCCCCCCOC(=O)CCCCC(=O)OCCCCCCCC(C)C
DTXSID1024097	CCCCOCCO
DTXSID4027153	Fc1ccc(Br)cc1
DTXSID6023999	Nc1nc(N)nc(NC2CC2)n1
DTXSID8020179	CC(O)CNCC(C)O
DTXSID2020212	Cc1ccc(O)c(C(C)(C)C)c1
DTXSID6034005	NS(=O)(=O)O
DTXSID2034962	CN1COCN(Cc2cnc(Cl)s2)/C1=N/[N+](=O)[O-]
DTXSID8020597	OCCO
DTXSID5020944	NC(=O)N/N=C/c1ccc([N+](=O)[O-])o1
DTXSID7027205	C[Si]1(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O1
DTXSID9044536	CC(=O)c1cc(C(C)(C)C)cc2c1CCC2(C)C
DTXSID4036435	CCCCCCCCN1CCCC1=O
DTXSID3032416	CSc1nc(NC2CC2)nc(NC(C)(C)C)n1
DTXSID3021483	O=CCc1ccccc1
DTXSID7024873	O=c1[nH]c(=O)[nH]c(=O)[nH]1
DTXSID7020685	ClC1C(Cl)C(Cl)C(Cl)C(Cl)C1Cl
DTXSID2029290	CC1=CC[C@H]2C[C@@H]1C2(C)C
DTXSID0047246	CC(C)(C)c1cc(/C=C2\SC(N)=NC2=O)cc(C(C)(C)C)c1O.CS(=O)(=O)O
DTXSID8044888	CCCCC(CC)C(=O)[O-].CCCCC(CC)C(=O)[O-].[Ba+2]
DTXSID8022589	CCC1(c2ccc(N)cc2)CCC(=O)NC1=O
DTXSID1020512	CN(C)C(=O)Cl
DTXSID6025018	C1CCC(NC2CCCCC2)CC1
DTXSID3024944	N#CCCC(Br)(C#N)CBr
DTXSID9020293	O=C(CCl)c1ccccc1
DTXSID7029879	CC(=O)N1CCN(c2ccc(OC[C@@H]3CO[C@@](Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1
DTXSID7032551	O=[N+]([O-])c1cc(C(F)(F)F)c(Cl)c([N+](=O)[O-])c1Nc1ncc(C(F)(F)F)cc1Cl
DTXSID6025143	Cc1cccc(O)c1C
DTXSID4042418	CCCCCCCCCCCCCOS(=O)(=O)[O-].[Na+]
DTXSID9021138	Nc1ccc(N)cc1
DTXSID7041544	CC(=O)c1cc2c(cc1C)C(C)(C)C(C)CC2(C)C
DTXSID6048200	Cc1cc(C)c(C(=O)O)c(C)c1
DTXSID6032647	N#CSCSc1nc2ccccc2s1
DTXSID8032548	N#CC(CCc1ccc(Cl)cc1)(Cn1cncn1)c1ccccc1
DTXSID1038795	C[Si](O[Si](C)(C)C)O[Si](C)(C)C
DTXSID4042416	CCCCCCCCCCCCCCOS(=O)(=O)[O-].[Na+]
DTXSID2026529	Cc1ccc(C(C)(C)C)c(O)c1
DTXSID3021645	CCCCCCCC(=O)O
DTXSID5040708	CCCCCCc1ccc(N)cc1
DTXSID1023819	Cc1cn([C@H]2C=C[C@@H](CO)O2)c(=O)[nH]c1=O
DTXSID8025599	N#CSCSC#N
DTXSID0042086	CCCCCCCCCCCCN1CCCCCC1=O
DTXSID5020154	Oc1ccc(Cl)cc1Cc1ccccc1
DTXSID9020370	CN(C)NC(=O)CCC(=O)O
